   0.0000 0.0000e+00
   0.2500 3.6430e+05
   0.5000 7.0148e+05
   0.7500 1.0103e+06
   1.0000 1.2833e+06
   1.2500 1.5147e+06
   1.5000 1.7023e+06
   1.7500 1.8463e+06
   2.0000 1.9488e+06
   2.2500 2.0127e+06
   2.5000 2.0418e+06
   2.7500 2.0409e+06
   3.0000 2.0146e+06
   3.2500 1.9672e+06
   3.5000 1.9031e+06
   3.7500 1.8262e+06
   4.0000 1.7403e+06
   4.2500 1.6484e+06
   4.5000 1.5533e+06
   4.7500 1.4571e+06
   5.0000 1.3617e+06
   5.2500 1.2686e+06
   5.5000 1.1787e+06
   5.7500 1.0928e+06
   6.0000 1.0115e+06
   6.2500 9.3487e+05
   6.5000 8.6313e+05
   6.7500 7.9625e+05
   7.0000 7.3412e+05
   7.2500 6.7661e+05
   7.5000 6.2349e+05
   7.7500 5.7454e+05
   8.0000 5.2948e+05
   8.2500 4.8806e+05
   8.5000 4.5002e+05
   8.7500 4.1510e+05
   9.0000 3.8306e+05
   9.2500 3.5367e+05
   9.5000 3.2672e+05
   9.7500 3.0201e+05
   10.0000 2.7934e+05
   10.2500 2.5853e+05
   10.5000 2.3944e+05
   10.7500 2.2190e+05
   11.0000 2.0579e+05
   11.2500 1.9098e+05
   11.5000 1.7736e+05
   11.7500 1.6484e+05
   12.0000 1.5331e+05
   12.2500 1.4269e+05
   12.5000 1.3289e+05
   12.7500 1.2384e+05
   13.0000 1.1549e+05
   13.2500 1.0777e+05
   13.5000 1.0064e+05
   13.7500 9.4036e+04
   14.0000 8.7926e+04
   14.2500 8.2265e+04
   14.5000 7.7020e+04
   14.7500 7.2155e+04
   15.0000 6.7639e+04
   15.2500 6.3445e+04
   15.5000 5.9546e+04
   15.7500 5.5920e+04
   16.0000 5.2545e+04
   16.2500 4.9402e+04
   16.5000 4.6472e+04
   16.7500 4.3740e+04
   17.0000 4.1191e+04
   17.2500 3.8812e+04
   17.5000 3.6588e+04
   17.7500 3.4510e+04
   18.0000 3.2566e+04
   18.2500 3.0747e+04
   18.5000 2.9044e+04
   18.7500 2.7448e+04
   19.0000 2.5952e+04
   19.2500 2.4548e+04
   19.5000 2.3232e+04
   19.7500 2.1995e+04
   20.0000 2.0834e+04
   20.2500 1.9742e+04
   20.5000 1.8716e+04
   20.7500 1.7751e+04
   21.0000 1.6842e+04
   21.2500 1.5987e+04
   21.5000 1.5181e+04
   21.7500 1.4422e+04
   22.0000 1.3706e+04
   22.2500 1.3030e+04
   22.5000 1.2392e+04
   22.7500 1.1789e+04
   23.0000 1.1220e+04
   23.2500 1.0682e+04
   23.5000 1.0174e+04
   23.7500 9.6923e+03
   24.0000 9.2371e+03
   24.2500 8.8062e+03
   24.5000 8.3982e+03
   24.7500 8.0117e+03
   25.0000 7.6456e+03
   25.2500 7.2986e+03
   25.5000 6.9696e+03
   25.7500 6.6576e+03
   26.0000 6.3617e+03
   26.2500 6.0808e+03
   26.5000 5.8142e+03
   26.7500 5.5611e+03
   27.0000 5.3206e+03
   27.2500 5.0918e+03
   27.5000 4.8742e+03
   27.7500 4.6671e+03
   28.0000 4.4699e+03
   28.2500 4.2822e+03
   28.5000 4.1034e+03
   28.7500 3.9330e+03
   29.0000 3.7707e+03
   29.2500 3.6160e+03
   29.5000 3.4685e+03
   29.7500 3.3278e+03
   30.0000 3.1936e+03
   30.2500 3.0655e+03
   30.5000 2.9433e+03
   30.7500 2.8266e+03
   31.0000 2.7152e+03
   31.2500 2.6089e+03
   31.5000 2.5072e+03
   31.7500 2.4101e+03
   32.0000 2.3173e+03
   32.2500 2.2286e+03
   32.5000 2.1438e+03
   32.7500 2.0627e+03
   33.0000 1.9852e+03
   33.2500 1.9109e+03
   33.5000 1.8398e+03
   33.7500 1.7717e+03
   34.0000 1.7065e+03
   34.2500 1.6439e+03
   34.5000 1.5840e+03
   34.7500 1.5266e+03
   35.0000 1.4715e+03
   35.2500 1.4186e+03
   35.5000 1.3680e+03
   35.7500 1.3193e+03
   36.0000 1.2727e+03
   36.2500 1.2279e+03
   36.5000 1.1849e+03
   36.7500 1.1436e+03
   37.0000 1.1039e+03
   37.2500 1.0658e+03
   37.5000 1.0292e+03
   37.7500 9.9403e+02
   38.0000 9.6022e+02
   38.2500 9.2772e+02
   38.5000 8.9647e+02
   38.7500 8.6642e+02
   39.0000 8.3752e+02
   39.2500 8.0971e+02
   39.5000 7.8296e+02
   39.7500 7.5721e+02
   40.0000 7.3243e+02
   40.2500 7.0858e+02
   40.5000 6.8562e+02
   40.7500 6.6350e+02
   41.0000 6.4219e+02
   41.2500 6.2166e+02
   41.5000 6.0187e+02
   41.7500 5.8280e+02
   42.0000 5.6441e+02
   42.2500 5.4668e+02
   42.5000 5.2959e+02
   42.7500 5.1309e+02
   43.0000 4.9718e+02
   43.2500 4.8183e+02
   43.5000 4.6702e+02
   43.7500 4.5273e+02
   44.0000 4.3893e+02
   44.2500 4.2560e+02
   44.5000 4.1274e+02
   44.7500 4.0031e+02
   45.0000 3.8831e+02
   45.2500 3.7672e+02
   45.5000 3.6552e+02
   45.7500 3.5470e+02
   46.0000 3.4425e+02
   46.2500 3.3414e+02
   46.5000 3.2437e+02
   46.7500 3.1492e+02
   47.0000 3.0578e+02
   47.2500 2.9695e+02
   47.5000 2.8840e+02
   47.7500 2.8014e+02
   48.0000 2.7214e+02
   48.2500 2.6440e+02
   48.5000 2.5692e+02
   48.7500 2.4967e+02
   49.0000 2.4265e+02
   49.2500 2.3586e+02
   49.5000 2.2929e+02
   49.7500 2.2292e+02
   50.0000 2.1675e+02
   50.2500 2.1078e+02
   50.5000 2.0499e+02
   50.7500 1.9938e+02
   51.0000 1.9395e+02
   51.2500 1.8868e+02
   51.5000 1.8358e+02
   51.7500 1.7863e+02
   52.0000 1.7384e+02
   52.2500 1.6918e+02
   52.5000 1.6467e+02
   52.7500 1.6030e+02
   53.0000 1.5606e+02
   53.2500 1.5194e+02
   53.5000 1.4795e+02
   53.7500 1.4407e+02
   54.0000 1.4031e+02
   54.2500 1.3667e+02
   54.5000 1.3312e+02
   54.7500 1.2969e+02
   55.0000 1.2635e+02
   55.2500 1.2311e+02
   55.5000 1.1997e+02
   55.7500 1.1691e+02
   56.0000 1.1394e+02
   56.2500 1.1106e+02
   56.5000 1.0826e+02
   56.7500 1.0554e+02
   57.0000 1.0290e+02
   57.2500 1.0033e+02
   57.5000 9.7838e+01
   57.7500 9.5413e+01
   58.0000 9.3056e+01
   58.2500 9.0765e+01
   58.5000 8.8538e+01
   58.7500 8.6372e+01
   59.0000 8.4266e+01
   59.2500 8.2219e+01
   59.5000 8.0227e+01
   59.7500 7.8290e+01
   60.0000 7.6405e+01
