   0.0000 0.0000e+00
   0.2500 2.6720e+05
   0.5000 5.1428e+05
   0.7500 7.4028e+05
   1.0000 9.3955e+05
   1.2500 1.1079e+06
   1.5000 1.2436e+06
   1.7500 1.3469e+06
   2.0000 1.4193e+06
   2.2500 1.4633e+06
   2.5000 1.4816e+06
   2.7500 1.4777e+06
   3.0000 1.4552e+06
   3.2500 1.4176e+06
   3.5000 1.3678e+06
   3.7500 1.3092e+06
   4.0000 1.2445e+06
   4.2500 1.1756e+06
   4.5000 1.1048e+06
   4.7500 1.0336e+06
   5.0000 9.6336e+05
   5.2500 8.9509e+05
   5.5000 8.2950e+05
   5.7500 7.6706e+05
   6.0000 7.0809e+05
   6.2500 6.5275e+05
   6.5000 6.0110e+05
   6.7500 5.5311e+05
   7.0000 5.0868e+05
   7.2500 4.6766e+05
   7.5000 4.2988e+05
   7.7500 3.9516e+05
   8.0000 3.6327e+05
   8.2500 3.3404e+05
   8.5000 3.0727e+05
   8.7500 2.8275e+05
   9.0000 2.6032e+05
   9.2500 2.3979e+05
   9.5000 2.2100e+05
   9.7500 2.0382e+05
  10.0000 1.8809e+05
  10.2500 1.7368e+05
  10.5000 1.6049e+05
  10.7500 1.4840e+05
  11.0000 1.3731e+05
  11.2500 1.2715e+05
  11.5000 1.1782e+05
  11.7500 1.0926e+05
  12.0000 1.0140e+05
  12.2500 9.4161e+04
  12.5000 8.7503e+04
  12.7500 8.1371e+04
  13.0000 7.5721e+04
  13.2500 7.0512e+04
  13.5000 6.5706e+04
  13.7500 6.1269e+04
  14.0000 5.7172e+04
  14.2500 5.3386e+04
  14.5000 4.9886e+04
  14.7500 4.6644e+04
  15.0000 4.3639e+04
  15.2500 4.0852e+04
  15.5000 3.8266e+04
  15.7500 3.5864e+04
  16.0000 3.3632e+04
  16.2500 3.1557e+04
  16.5000 2.9626e+04
  16.7500 2.7829e+04
  17.0000 2.6155e+04
  17.2500 2.4595e+04
  17.5000 2.3140e+04
  17.7500 2.1783e+04
  18.0000 2.0517e+04
  18.2500 1.9333e+04
  18.5000 1.8226e+04
  18.7500 1.7192e+04
  19.0000 1.6223e+04
  19.2500 1.5317e+04
  19.5000 1.4467e+04
  19.7500 1.3672e+04
  20.0000 1.2925e+04
  20.2500 1.2225e+04
  20.5000 1.1568e+04
  20.7500 1.0952e+04
  21.0000 1.0372e+04
  21.2500 9.8281e+03
  21.5000 9.3165e+03
  21.7500 8.8352e+03
  22.0000 8.3822e+03
  22.2500 7.9552e+03
  22.5000 7.5527e+03
  22.7500 7.1729e+03
  23.0000 6.8146e+03
  23.2500 6.4764e+03
  23.5000 6.1571e+03
  23.7500 5.8555e+03
  24.0000 5.5705e+03
  24.2500 5.3012e+03
  24.5000 5.0465e+03
  24.7500 4.8057e+03
  25.0000 4.5779e+03
  25.2500 4.3623e+03
  25.5000 4.1582e+03
  25.7500 3.9649e+03
  26.0000 3.7819e+03
  26.2500 3.6086e+03
  26.5000 3.4442e+03
  26.7500 3.2885e+03
  27.0000 3.1408e+03
  27.2500 3.0006e+03
  27.5000 2.8673e+03
  27.7500 2.7408e+03
  28.0000 2.6205e+03
  28.2500 2.5062e+03
  28.5000 2.3974e+03
  28.7500 2.2940e+03
  29.0000 2.1956e+03
  29.2500 2.1020e+03
  29.5000 2.0128e+03
  29.7500 1.9279e+03
  30.0000 1.8471e+03
  30.2500 1.7701e+03
  30.5000 1.6967e+03
  30.7500 1.6267e+03
  31.0000 1.5600e+03
  31.2500 1.4964e+03
  31.5000 1.4357e+03
  31.7500 1.3778e+03
  32.0000 1.3226e+03
  32.2500 1.2698e+03
  32.5000 1.2195e+03
  32.7500 1.1714e+03
  33.0000 1.1255e+03
  33.2500 1.0816e+03
  33.5000 1.0396e+03
  33.7500 9.9947e+02
  34.0000 9.6108e+02
  34.2500 9.2434e+02
  34.5000 8.8918e+02
  34.7500 8.5552e+02
  35.0000 8.2329e+02
  35.2500 7.9243e+02
  35.5000 7.6287e+02
  35.7500 7.3455e+02
  36.0000 7.0741e+02
  36.2500 6.8139e+02
  36.5000 6.5646e+02
  36.7500 6.3255e+02
  37.0000 6.0962e+02
  37.2500 5.8763e+02
  37.5000 5.6652e+02
  37.7500 5.4628e+02
  38.0000 5.2684e+02
  38.2500 5.0819e+02
  38.5000 4.9028e+02
  38.7500 4.7308e+02
  39.0000 4.5656e+02
  39.2500 4.4070e+02
  39.5000 4.2545e+02
  39.7500 4.1080e+02
  40.0000 3.9672e+02
  40.2500 3.8319e+02
  40.5000 3.7018e+02
  40.7500 3.5766e+02
  41.0000 3.4562e+02
  41.2500 3.3404e+02
  41.5000 3.2289e+02
  41.7500 3.1216e+02
  42.0000 3.0183e+02
  42.2500 2.9189e+02
  42.5000 2.8231e+02
  42.7500 2.7309e+02
  43.0000 2.6420e+02
  43.2500 2.5564e+02
  43.5000 2.4739e+02
  43.7500 2.3944e+02
  44.0000 2.3177e+02
  44.2500 2.2438e+02
  44.5000 2.1726e+02
  44.7500 2.1039e+02
  45.0000 2.0376e+02
  45.2500 1.9737e+02
  45.5000 1.9121e+02
  45.7500 1.8526e+02
  46.0000 1.7951e+02
  46.2500 1.7397e+02
  46.5000 1.6862e+02
  46.7500 1.6346e+02
  47.0000 1.5847e+02
  47.2500 1.5365e+02
  47.5000 1.4900e+02
  47.7500 1.4450e+02
  48.0000 1.4016e+02
  48.2500 1.3597e+02
  48.5000 1.3191e+02
  48.7500 1.2800e+02
  49.0000 1.2421e+02
  49.2500 1.2055e+02
  49.5000 1.1701e+02
  49.7500 1.1358e+02
  50.0000 1.1027e+02
  50.2500 1.0707e+02
  50.5000 1.0397e+02
  50.7500 1.0097e+02
  51.0000 9.8071e+01
  51.2500 9.5263e+01
  51.5000 9.2544e+01
  51.7500 8.9913e+01
  52.0000 8.7365e+01
  52.2500 8.4898e+01
  52.5000 8.2510e+01
  52.7500 8.0196e+01
  53.0000 7.7955e+01
  53.2500 7.5784e+01
  53.5000 7.3681e+01
  53.7500 7.1643e+01
  54.0000 6.9668e+01
  54.2500 6.7754e+01
  54.5000 6.5898e+01
  54.7500 6.4100e+01
  55.0000 6.2357e+01
  55.2500 6.0666e+01
  55.5000 5.9027e+01
  55.7500 5.7437e+01
  56.0000 5.5895e+01
  56.2500 5.4400e+01
  56.5000 5.2949e+01
  56.7500 5.1541e+01
  57.0000 5.0176e+01
  57.2500 4.8850e+01
  57.5000 4.7564e+01
  57.7500 4.6316e+01
  58.0000 4.5104e+01
  58.2500 4.3928e+01
  58.5000 4.2785e+01
  58.7500 4.1676e+01
  59.0000 4.0599e+01
  59.2500 3.9554e+01
  59.5000 3.8538e+01
  59.7500 3.7551e+01
  60.0000 3.6592e+01
